Test Number,RTT(nano second),packet byte
377,64800 ,1024
378,5000 ,8
378,10800 ,64
378,19200 ,256
378,075900 ,1024
379,9800 ,8
379,9200 ,64
379,18400 ,256
379,79300 ,1024
380,1000 ,8
380,3500 ,64
380,04700 ,256
380,67800 ,1024
381,1500 ,8
381,6500 ,64
381,07600 ,256
381,30800 ,1024
382,5000 ,8
382,1300 ,64
382,16200 ,256
382,33700 ,1024
383,9900 ,8
383,05200 ,64
383,14700 ,256
383,30800 ,1024
384,2000 ,8
384,8900 ,64
384,1100 ,256
384,23100 ,1024
385,0700 ,8
385,7300 ,64
385,22700 ,256
385,42600 ,1024
386,2900 ,8
386,1100 ,64
386,07500 ,256
386,86400 ,1024
387,5000 ,8
387,5000 ,64
387,8200 ,256
387,18600 ,1024
388,1200 ,8
388,7300 ,64
388,12100 ,256
388,34600 ,1024
389,2400 ,8
389,6800 ,64
389,24300 ,256
389,63400 ,1024
390,6900 ,8
390,3600 ,64
390,5100 ,256
390,43400 ,1024
391,3000 ,8
391,7000 ,64
391,0000 ,256
391,58800 ,1024
392,3300 ,8
392,9700 ,64
392,5100 ,256
392,21000 ,1024
393,3500 ,8
393,5300 ,64
393,41400 ,256
393,60600 ,1024
394,65100 ,8
394,30300 ,64
394,59200 ,256
394,98900 ,1024
395,16200 ,8
395,12900 ,64
395,56600 ,256
395,86200 ,1024
396,20800 ,8
396,11900 ,64
396,41900 ,256
396,59900 ,1024
397,04000 ,8
397,14700 ,64
397,46100 ,256
397,92400 ,1024
398,24000 ,8
398,7800 ,64
398,45000 ,256
398,96400 ,1024
399,07100 ,8
399,61700 ,64
399,50400 ,256
399,17500 ,1024
400,22700 ,8
400,23800 ,64
400,44900 ,256
400,92100 ,1024
401,27900 ,8
401,12200 ,64
401,69500 ,256
401,36000 ,1024
402,24000 ,8
402,12000 ,64
402,67200 ,256
402,54500 ,1024
403,14400 ,8
403,14900 ,64
403,28400 ,256
403,90700 ,1024
404,9700 ,8
404,14300 ,64
404,01800 ,256
404,80600 ,1024
405,7200 ,8
405,2100 ,64
405,26800 ,256
405,08300 ,1024
406,9000 ,8
406,8000 ,64
406,08900 ,256
406,95500 ,1024
407,55000 ,8
407,37300 ,64
407,52900 ,256
407,72600 ,1024
408,18100 ,8
408,7900 ,64
408,11300 ,256
408,33800 ,1024
409,6900 ,8
409,0700 ,64
409,26100 ,256
409,26700 ,1024
410,5700 ,8
410,5300 ,64
410,1800 ,256
410,57700 ,1024
411,4600 ,8
411,0200 ,64
411,9400 ,256
411,21700 ,1024
412,03700 ,8
412,0600 ,64
412,11400 ,256
412,24400 ,1024
413,0500 ,8
413,6700 ,64
413,24200 ,256
413,60900 ,1024
414,6400 ,8
414,5900 ,64
414,10800 ,256
414,59900 ,1024
415,6000 ,8
415,7200 ,64
415,00100 ,256
415,55200 ,1024
416,2800 ,8
416,3300 ,64
416,23700 ,256
416,37700 ,1024
417,4600 ,8
417,9500 ,64
417,08100 ,256
417,15000 ,1024
418,5300 ,8
418,7500 ,64
418,04700 ,256
418,48700 ,1024
419,9900 ,8
419,7400 ,64
419,09600 ,256
419,46600 ,1024
420,6100 ,8
420,90000 ,64
420,2900 ,256
420,49300 ,1024
421,8800 ,8
421,8600 ,64
421,4500 ,256
421,04000 ,1024
422,8400 ,8
422,4200 ,64
422,17700 ,256
422,33700 ,1024
423,2200 ,8
423,02600 ,64
423,49300 ,256
423,34800 ,1024
424,19300 ,8
424,14100 ,64
424,43700 ,256
424,14900 ,1024
425,14700 ,8
425,03800 ,64
425,87700 ,256
425,57200 ,1024
426,9600 ,8
426,8200 ,64
426,17000 ,256
426,17600 ,1024
427,5800 ,8
427,02800 ,64
427,26200 ,256
427,32300 ,1024
428,3700 ,8
428,14600 ,64
428,24700 ,256
428,56100 ,1024
429,2300 ,8
429,8200 ,64
429,15400 ,256
429,21100 ,1024
430,4100 ,8
430,1600 ,64
430,09700 ,256
430,05900 ,1024
431,5200 ,8
431,7600 ,64
431,28300 ,256
431,36100 ,1024
432,3100 ,8
432,2800 ,64
432,59700 ,256
432,59600 ,1024
433,16800 ,8
433,20300 ,64
433,53600 ,256
433,48400 ,1024
434,09000 ,8
434,10200 ,64
434,39200 ,256
434,76900 ,1024
435,5900 ,8
435,26700 ,64
435,43000 ,256
435,54800 ,1024
436,7600 ,8
436,1200 ,64
436,01600 ,256
436,12500 ,1024
437,5200 ,8
437,6400 ,64
437,15800 ,256
437,41000 ,1024
438,20300 ,8
438,15900 ,64
438,30400 ,256
438,53900 ,1024
439,8600 ,8
439,0500 ,64
439,12700 ,256
439,34800 ,1024
440,00000 ,8
440,2300 ,64
440,04700 ,256
440,25500 ,1024
441,5600 ,8
441,52800 ,64
441,14300 ,256
441,37900 ,1024
442,4500 ,8
442,4500 ,64
442,16500 ,256
442,17700 ,1024
443,3600 ,8
443,8400 ,64
443,14900 ,256
443,63900 ,1024
444,9000 ,8
444,8000 ,64
444,2600 ,256
444,47000 ,1024
445,3400 ,8
445,3300 ,64
445,8900 ,256
445,27300 ,1024
446,03000 ,8
446,00100 ,64
446,13700 ,256
446,28900 ,1024
447,6600 ,8
447,5700 ,64
447,09000 ,256
447,39400 ,1024
448,8600 ,8
448,0700 ,64
448,05400 ,256
448,57400 ,1024
449,0800 ,8
449,1300 ,64
449,07000 ,256
449,31000 ,1024
450,4700 ,8
450,0500 ,64
450,29800 ,256
450,41100 ,1024
451,0800 ,8
451,0500 ,64
451,23300 ,256
451,88400 ,1024
452,4600 ,8
452,6600 ,64
452,5100 ,256
452,19100 ,1024
453,4300 ,8
453,2100 ,64
453,2100 ,256
453,50300 ,1024
454,2900 ,8
454,3900 ,64
454,05500 ,256
454,25600 ,1024
455,4400 ,8
455,0900 ,64
455,7500 ,256
455,48600 ,1024
456,9100 ,8
456,5300 ,64
456,04500 ,256
456,48000 ,1024
457,8600 ,8
457,6700 ,64
457,33400 ,256
457,51800 ,1024
458,26700 ,8
458,22000 ,64
458,39000 ,256
458,86200 ,1024
459,02100 ,8
459,9500 ,64
459,52500 ,256
459,34200 ,1024
460,12700 ,8
460,53600 ,64
460,38500 ,256
460,34800 ,1024
461,21800 ,8
461,24700 ,64
461,50800 ,256
461,44000 ,1024
462,15200 ,8
462,55800 ,64
462,38600 ,256
462,90400 ,1024
463,02200 ,8
463,00500 ,64
463,03100 ,256
463,32300 ,1024
464,5800 ,8
464,4300 ,64
464,15000 ,256
464,26500 ,1024
465,31800 ,8
465,05200 ,64
465,48300 ,256
465,81600 ,1024
466,12600 ,8
466,14700 ,64
466,50100 ,256
466,83500 ,1024
467,24900 ,8
467,22800 ,64
467,39400 ,256
467,75600 ,1024
468,7700 ,8
468,09000 ,64
468,38100 ,256
468,88800 ,1024
469,8200 ,8
469,12300 ,64
469,13800 ,256
469,46100 ,1024
470,3200 ,8
470,9800 ,64
470,46600 ,256
470,33400 ,1024
471,24100 ,8
471,25300 ,64
471,42200 ,256
471,74700 ,1024
472,5400 ,8
472,9400 ,64
472,02500 ,256
472,90900 ,1024
473,4400 ,8
473,3800 ,64
473,4300 ,256
473,64200 ,1024
474,7300 ,8
474,1400 ,64
474,05900 ,256
474,55400 ,1024
475,6300 ,8
475,0700 ,64
475,05400 ,256
475,17800 ,1024
476,7700 ,8
476,9600 ,64
476,27600 ,256
476,55600 ,1024
477,6100 ,8
477,2700 ,64
477,24000 ,256
477,64000 ,1024
478,8500 ,8
478,3000 ,64
478,18100 ,256
478,62900 ,1024
479,11700 ,8
479,18600 ,64
479,12600 ,256
479,36000 ,1024
480,4600 ,8
480,2200 ,64
480,14800 ,256
480,42400 ,1024
481,4800 ,8
481,5400 ,64
481,21500 ,256
481,53500 ,1024
482,7000 ,8
482,6000 ,64
482,12000 ,256
482,57100 ,1024
483,8300 ,8
483,69900 ,64
483,14500 ,256
483,78100 ,1024
484,25100 ,8
484,06700 ,64
484,11900 ,256
484,54700 ,1024
485,7500 ,8
485,0200 ,64
485,01300 ,256
485,56800 ,1024
486,19900 ,8
486,1800 ,64
486,34100 ,256
486,21500 ,1024
487,0300 ,8
487,3300 ,64
487,05400 ,256
487,220600 ,1024
488,4700 ,8
488,6200 ,64
488,24100 ,256
488,74100 ,1024
489,02900 ,8
489,9900 ,64
489,18900 ,256
489,55000 ,1024
490,6100 ,8
490,00800 ,64
490,32600 ,256
490,87700 ,1024
491,8700 ,8
491,27600 ,64
491,48400 ,256
491,80600 ,1024
492,22300 ,8
492,02700 ,64
492,43000 ,256
492,84100 ,1024
493,02700 ,8
493,13000 ,64
493,33800 ,256
493,78800 ,1024
494,00600 ,8
494,7300 ,64
494,24300 ,256
494,45500 ,1024
495,2300 ,8
495,7200 ,64
495,33800 ,256
495,89600 ,1024
496,7200 ,8
496,09200 ,64
496,65600 ,256
496,39700 ,1024
497,7800 ,8
497,25200 ,64
497,52400 ,256
497,39000 ,1024
498,75900 ,8
498,05300 ,64
498,41200 ,256
498,50000 ,1024
499,7900 ,8
499,7400 ,64
499,41100 ,256
499,40400 ,1024
500,6700 ,8
500,6300 ,64
500,23900 ,256
500,11300 ,1024
501,2600 ,8
501,8700 ,64
501,45200 ,256
501,16600 ,1024
502,10900 ,8
502,7400 ,64
502,31100 ,256
502,89300 ,1024
503,9500 ,8
503,36100 ,64
503,47300 ,256
503,39100 ,1024
504,0100 ,8
504,87900 ,64
504,38700 ,256
504,38100 ,1024
505,9000 ,8
505,02000 ,64
505,18800 ,256
505,68400 ,1024
506,1200 ,8
506,2200 ,64
506,18300 ,256
506,79400 ,1024
507,5400 ,8
507,3400 ,64
507,07200 ,256
507,39200 ,1024
508,0100 ,8
508,04900 ,64
508,03800 ,256
508,41700 ,1024
509,9800 ,8
509,9500 ,64
509,29600 ,256
509,39600 ,1024
510,3800 ,8
510,02400 ,64
510,35300 ,256
510,89100 ,1024
511,23000 ,8
511,14300 ,64
511,37900 ,256
511,28800 ,1024
512,14500 ,8
512,18000 ,64
512,50500 ,256
512,88400 ,1024
513,11800 ,8
513,10000 ,64
513,40000 ,256
513,33900 ,1024
514,6600 ,8
514,01800 ,64
514,37900 ,256
514,56900 ,1024
515,6800 ,8
515,08500 ,64
515,23500 ,256
515,08400 ,1024
516,4300 ,8
516,23500 ,64
516,43700 ,256
516,98700 ,1024
517,19800 ,8
517,06000 ,64
517,22100 ,256
517,52000 ,1024
518,6400 ,8
518,6600 ,64
518,10900 ,256
518,82400 ,1024
519,1700 ,8
519,07800 ,64
519,22800 ,256
519,47300 ,1024
520,03400 ,8
520,3000 ,64
520,15900 ,256
520,28200 ,1024
521,8200 ,8
521,5600 ,64
521,19300 ,256
521,51900 ,1024
522,0500 ,8
522,0500 ,64
522,05100 ,256
522,84400 ,1024
523,5100 ,8
523,5000 ,64
523,49800 ,256
523,47900 ,1024
524,2800 ,8
524,1000 ,64
524,30200 ,256
524,41000 ,1024
525,2300 ,8
525,47200 ,64
525,23000 ,256
525,63300 ,1024
526,22100 ,8
526,28300 ,64
526,67700 ,256
526,14100 ,1024
527,2600 ,8
527,06400 ,64
527,45500 ,256
527,24900 ,1024
528,17200 ,8
528,30800 ,64
528,35800 ,256
528,60200 ,1024
529,26600 ,8
529,11200 ,64
529,30700 ,256
529,37000 ,1024
530,04400 ,8
530,41200 ,64
530,52400 ,256
530,44100 ,1024
531,8700 ,8
531,07900 ,64
531,13800 ,256
531,71400 ,1024
532,3400 ,8
532,3200 ,64
532,19700 ,256
532,29800 ,1024
533,4600 ,8
533,1600 ,64
533,18000 ,256
533,38700 ,1024
534,9100 ,8
534,1700 ,64
534,18100 ,256
534,53200 ,1024
535,9100 ,8
535,2000 ,64
535,08100 ,256
535,28400 ,1024
536,15000 ,8
536,1000 ,64
536,07200 ,256
536,37500 ,1024
537,0300 ,8
537,07500 ,64
537,15100 ,256
537,37300 ,1024
538,4800 ,8
538,9500 ,64
538,10200 ,256
538,54000 ,1024
539,2900 ,8
539,2500 ,64
539,16100 ,256
539,51900 ,1024
540,7300 ,8
540,6000 ,64
540,03100 ,256
540,35300 ,1024
541,8000 ,8
541,7100 ,64
541,24500 ,256
541,48100 ,1024
542,8000 ,8
542,2500 ,64
542,23300 ,256
542,29600 ,1024
543,1700 ,8
543,6300 ,64
543,10600 ,256
543,22100 ,1024
544,6800 ,8
544,0700 ,64
544,39600 ,256
544,09200 ,1024
545,27200 ,8
545,58700 ,64
545,56100 ,256
545,17300 ,1024
546,8400 ,8
546,23500 ,64
546,44200 ,256
546,72900 ,1024
547,30200 ,8
547,19200 ,64
547,60000 ,256
547,35000 ,1024
548,07900 ,8
548,6900 ,64
548,14400 ,256
548,34000 ,1024
549,5200 ,8
549,9800 ,64
549,14800 ,256
549,12100 ,1024
550,27000 ,8
550,26600 ,64
550,99200 ,256
550,55100 ,1024
551,59600 ,8
551,07600 ,64
551,39400 ,256
551,57900 ,1024
552,3500 ,8
552,10600 ,64
552,28600 ,256
552,32300 ,1024
553,9700 ,8
553,00400 ,64
553,23300 ,256
553,53800 ,1024
554,5500 ,8
554,3200 ,64
554,10700 ,256
554,51500 ,1024
555,5600 ,8
555,6600 ,64
555,9300 ,256
555,24200 ,1024
556,5800 ,8
556,9600 ,64
556,1100 ,256
556,25600 ,1024
557,26100 ,8
557,5100 ,64
557,15200 ,256
557,12400 ,1024
558,9200 ,8
558,5400 ,64
558,7400 ,256
558,42100 ,1024
559,6300 ,8
559,9200 ,64
559,03200 ,256
559,40200 ,1024
560,10600 ,8
560,2400 ,64
560,2600 ,256
560,09600 ,1024
561,0700 ,8
561,0900 ,64
561,14200 ,256
561,27400 ,1024
562,0600 ,8
562,9400 ,64
562,06900 ,256
562,40900 ,1024
563,6900 ,8
563,0400 ,64
563,17200 ,256
563,25300 ,1024
564,1100 ,8
564,6400 ,64
564,33600 ,256
564,26100 ,1024
565,8800 ,8
565,6100 ,64
565,30900 ,256
565,54900 ,1024
566,9200 ,8
566,15700 ,64
566,6500 ,256
566,05600 ,1024
567,0100 ,8
567,3100 ,64
567,00200 ,256
567,11400 ,1024
568,4600 ,8
568,8700 ,64
568,39300 ,256
568,53600 ,1024
569,3400 ,8
569,0700 ,64
569,24700 ,256
569,10000 ,1024
570,1700 ,8
570,0200 ,64
570,5000 ,256
570,18800 ,1024
571,5500 ,8
571,4500 ,64
571,37000 ,256
571,43100 ,1024
572,2400 ,8
572,4600 ,64
572,12500 ,256
572,32000 ,1024
573,4000 ,8
573,8200 ,64
573,13000 ,256
573,20500 ,1024
574,7200 ,8
574,4900 ,64
574,16200 ,256
574,33300 ,1024
575,9900 ,8
575,0600 ,64
575,6700 ,256
575,32300 ,1024
576,6800 ,8
576,8400 ,64
576,05300 ,256
576,47300 ,1024
577,2300 ,8
577,4800 ,64
577,18200 ,256
577,09200 ,1024
578,30300 ,8
578,24300 ,64
578,36400 ,256
578,12400 ,1024
579,17200 ,8
579,13600 ,64
579,52100 ,256
579,56000 ,1024
580,16100 ,8
580,26100 ,64
580,36900 ,256
580,35700 ,1024
581,5700 ,8
581,7100 ,64
581,46400 ,256
581,56800 ,1024
582,12300 ,8
582,80200 ,64
582,53900 ,256
582,41900 ,1024
583,31200 ,8
583,24800 ,64
583,46700 ,256
583,04000 ,1024
584,33100 ,8
584,19900 ,64
584,40100 ,256
584,23800 ,1024
585,47000 ,8
585,28900 ,64
585,37900 ,256
585,55700 ,1024
586,46900 ,8
586,25200 ,64
586,68900 ,256
586,44800 ,1024
587,09600 ,8
587,4500 ,64
587,18100 ,256
587,81100 ,1024
588,10000 ,8
588,26900 ,64
588,42400 ,256
588,63400 ,1024
589,2200 ,8
589,6600 ,64
589,23100 ,256
589,20900 ,1024
590,2900 ,8
590,3800 ,64
590,32600 ,256
590,64900 ,1024
591,9400 ,8
591,2000 ,64
591,52500 ,256
591,73500 ,1024
592,7200 ,8
592,6300 ,64
592,10800 ,256
592,52300 ,1024
593,7100 ,8
593,02100 ,64
593,15700 ,256
593,34900 ,1024
594,9700 ,8
594,7100 ,64
594,23500 ,256
594,31300 ,1024
595,0400 ,8
595,8700 ,64
595,04200 ,256
595,66600 ,1024
596,9100 ,8
596,3200 ,64
596,1700 ,256
596,74100 ,1024
597,7700 ,8
597,6500 ,64
597,5400 ,256
597,47800 ,1024
598,4100 ,8
598,2200 ,64
598,19100 ,256
598,29500 ,1024
599,43000 ,8
599,03100 ,64
599,11000 ,256
599,62300 ,1024
600,5400 ,8
600,7000 ,64
600,01900 ,256
600,25800 ,1024
601,5200 ,8
601,2100 ,64
601,25600 ,256
601,45000 ,1024
602,2600 ,8
602,7600 ,64
602,00200 ,256
602,35900 ,1024
603,3800 ,8
603,2300 ,64
603,52000 ,256
603,72500 ,1024
604,18600 ,8
604,16000 ,64
604,55100 ,256
604,20300 ,1024
605,10900 ,8
605,23100 ,64
605,47000 ,256
605,66300 ,1024
606,5400 ,8
606,9300 ,64
606,30400 ,256
606,49600 ,1024
607,4100 ,8
607,7800 ,64
607,18600 ,256
607,55100 ,1024
608,4900 ,8
608,7400 ,64
608,7100 ,256
608,46300 ,1024
609,9300 ,8
609,2200 ,64
609,45500 ,256
609,19000 ,1024
610,1500 ,8
610,7600 ,64
610,09400 ,256
610,57600 ,1024
611,7100 ,8
611,8000 ,64
611,39800 ,256
611,62500 ,1024
612,16600 ,8
612,33100 ,64
612,59300 ,256
612,56900 ,1024
613,09900 ,8
613,01100 ,64
613,36700 ,256
613,35800 ,1024
614,02900 ,8
614,18600 ,64
614,45300 ,256
614,30400 ,1024
615,0400 ,8
615,8300 ,64
615,4400 ,256
615,33700 ,1024
616,2900 ,8
616,2700 ,64
616,04200 ,256
616,45500 ,1024
617,13800 ,8
617,21500 ,64
617,26700 ,256
617,54500 ,1024
618,3700 ,8
618,9500 ,64
618,18300 ,256
618,25100 ,1024
619,01300 ,8
619,2300 ,64
619,16200 ,256
619,02100 ,1024
620,41500 ,8
620,5100 ,64
620,3100 ,256
620,12900 ,1024
621,3200 ,8
621,3800 ,64
621,09100 ,256
621,69100 ,1024
622,0200 ,8
622,9500 ,64
622,6700 ,256
622,35400 ,1024
623,1800 ,8
623,8400 ,64
623,8400 ,256
623,19900 ,1024
624,4300 ,8
624,9900 ,64
624,7100 ,256
624,35900 ,1024
625,5800 ,8
625,8000 ,64
625,08200 ,256
625,35300 ,1024
626,2000 ,8
626,5100 ,64
626,00400 ,256
626,46000 ,1024
627,0400 ,8
627,6700 ,64
627,04900 ,256
627,30700 ,1024
628,1600 ,8
628,4000 ,64
628,26300 ,256
628,33000 ,1024
629,3800 ,8
629,4700 ,64
629,3200 ,256
629,64400 ,1024
630,2700 ,8
630,4800 ,64
630,18400 ,256
630,52200 ,1024
631,4600 ,8
631,8600 ,64
631,06000 ,256
631,30800 ,1024
632,9100 ,8
632,8300 ,64
632,8600 ,256
632,60200 ,1024
633,5400 ,8
633,5700 ,64
633,01100 ,256
633,52900 ,1024
634,0800 ,8
634,2500 ,64
634,05800 ,256
634,17800 ,1024
635,5900 ,8
635,5900 ,64
635,41000 ,256
635,35600 ,1024
636,1300 ,8
636,1900 ,64
636,35400 ,256
636,60900 ,1024
637,5900 ,8
637,1300 ,64
637,24500 ,256
637,20800 ,1024
638,5400 ,8
638,7900 ,64
638,79600 ,256
638,44700 ,1024
639,33500 ,8
639,21900 ,64
639,78300 ,256
639,17600 ,1024
640,04400 ,8
640,10200 ,64
640,79000 ,256
640,48300 ,1024
641,12600 ,8
641,27700 ,64
641,63500 ,256
641,65700 ,1024
642,12000 ,8
642,63200 ,64
642,96700 ,256
642,27300 ,1024
643,31700 ,8
643,8900 ,64
643,45800 ,256
643,71200 ,1024
644,7600 ,8
644,10000 ,64
644,37400 ,256
644,30500 ,1024
645,35500 ,8
645,35000 ,64
645,54800 ,256
645,68900 ,1024
646,21700 ,8
646,11600 ,64
646,46200 ,256
646,47500 ,1024
647,00400 ,8
647,21500 ,64
647,47000 ,256
647,20600 ,1024
648,10100 ,8
648,0300 ,64
648,18400 ,256
648,36800 ,1024
649,2800 ,8
649,3700 ,64
649,24900 ,256
649,76400 ,1024
650,20900 ,8
650,34500 ,64
650,46000 ,256
650,09300 ,1024
651,02400 ,8
651,00700 ,64
651,70500 ,256
651,68100 ,1024
652,09400 ,8
652,7900 ,64
652,24400 ,256
652,56200 ,1024
653,6400 ,8
653,0000 ,64
653,17800 ,256
653,45200 ,1024
654,1500 ,8
654,6400 ,64
654,19700 ,256
654,63000 ,1024
655,6900 ,8
655,1300 ,64
655,07400 ,256
655,38300 ,1024
656,1100 ,8
656,3200 ,64
656,22600 ,256
656,55700 ,1024
657,5300 ,8
657,0100 ,64
657,3600 ,256
657,32000 ,1024
658,7500 ,8
658,41200 ,64
658,52800 ,256
658,59700 ,1024
659,2700 ,8
659,08900 ,64
659,08500 ,256
659,27600 ,1024
660,5500 ,8
660,8400 ,64
660,03700 ,256
660,29700 ,1024
661,7400 ,8
661,03800 ,64
661,32300 ,256
661,50400 ,1024
662,78300 ,8
662,4600 ,64
662,16900 ,256
662,53300 ,1024
663,7900 ,8
663,6400 ,64
663,15200 ,256
663,76900 ,1024
664,09800 ,8
664,26100 ,64
664,20500 ,256
664,32200 ,1024
665,0400 ,8
665,9300 ,64
665,29600 ,256
665,75100 ,1024
666,1800 ,8
666,00100 ,64
666,10700 ,256
666,51800 ,1024
667,8200 ,8
667,2800 ,64
667,08300 ,256
667,42000 ,1024
668,6100 ,8
668,8200 ,64
668,14200 ,256
668,53000 ,1024
669,6500 ,8
669,9700 ,64
669,0800 ,256
669,97300 ,1024
670,6000 ,8
670,6800 ,64
670,7700 ,256
670,72800 ,1024
671,4500 ,8
671,0500 ,64
671,7300 ,256
671,40200 ,1024
672,1900 ,8
672,1000 ,64
672,44400 ,256
672,56200 ,1024
673,4600 ,8
673,3700 ,64
673,7900 ,256
673,54100 ,1024
674,0700 ,8
674,8900 ,64
674,09500 ,256
674,39400 ,1024
675,1700 ,8
675,2900 ,64
675,17100 ,256
675,32300 ,1024
676,1100 ,8
676,7400 ,64
676,17600 ,256
676,58800 ,1024
677,3600 ,8
677,0800 ,64
677,9000 ,256
677,20100 ,1024
678,4000 ,8
678,2700 ,64
678,43000 ,256
678,59900 ,1024
679,23800 ,8
679,15400 ,64
679,56800 ,256
679,24300 ,1024
680,9100 ,8
680,46500 ,64
680,53600 ,256
680,91400 ,1024
681,03000 ,8
681,8300 ,64
681,37500 ,256
681,43800 ,1024
682,23100 ,8
682,6800 ,64
682,01500 ,256
682,63600 ,1024
683,36100 ,8
683,1900 ,64
683,44400 ,256
683,06200 ,1024
684,04100 ,8
684,5300 ,64
684,25300 ,256
684,80600 ,1024
685,4700 ,8
685,6900 ,64
685,06500 ,256
685,27300 ,1024
686,1200 ,8
686,2200 ,64
686,45300 ,256
686,50300 ,1024
687,1800 ,8
687,1100 ,64
687,07200 ,256
687,10000 ,1024
688,7200 ,8
688,3800 ,64
688,11300 ,256
688,23500 ,1024
689,00800 ,8
689,4700 ,64
689,09500 ,256
689,23300 ,1024
690,8500 ,8
690,7500 ,64
690,03400 ,256
690,20900 ,1024
691,2700 ,8
691,8600 ,64
691,14100 ,256
691,33200 ,1024
692,0000 ,8
692,7600 ,64
692,25000 ,256
692,05500 ,1024
693,7100 ,8
693,04100 ,64
693,40000 ,256
693,06600 ,1024
694,4000 ,8
694,4400 ,64
694,26100 ,256
694,66200 ,1024
695,00600 ,8
695,33600 ,64
695,71000 ,256
695,50400 ,1024
696,34300 ,8
696,30300 ,64
696,71000 ,256
696,24100 ,1024
697,23100 ,8
697,25400 ,64
697,58600 ,256
697,51400 ,1024
698,17000 ,8
698,39100 ,64
698,73400 ,256
698,97700 ,1024
699,29800 ,8
699,29900 ,64
699,46500 ,256
699,77700 ,1024
700,8100 ,8
700,31900 ,64
700,86000 ,256
700,43900 ,1024
701,9200 ,8
701,41600 ,64
701,47400 ,256
701,90600 ,1024
702,5400 ,8
702,4500 ,64
702,54800 ,256
702,77300 ,1024
703,6000 ,8
703,7200 ,64
703,14900 ,256
703,35500 ,1024
704,07200 ,8
704,05800 ,64
704,22700 ,256
704,37400 ,1024
705,6900 ,8
705,7800 ,64
705,20000 ,256
705,42800 ,1024
706,4900 ,8
706,0200 ,64
706,31900 ,256
706,31700 ,1024
707,8900 ,8
707,0500 ,64
707,36400 ,256
707,53800 ,1024
708,0400 ,8
708,0600 ,64
708,10000 ,256
708,14200 ,1024
709,5400 ,8
709,4300 ,64
709,37500 ,256
709,25400 ,1024
710,8500 ,8
710,0800 ,64
710,29300 ,256
710,41100 ,1024
711,1900 ,8
711,4600 ,64
711,24400 ,256
711,31300 ,1024
712,16900 ,8
712,25500 ,64
712,53800 ,256
712,01600 ,1024
713,18700 ,8
713,12200 ,64
713,50200 ,256
713,80000 ,1024
714,25000 ,8
714,13000 ,64
714,17700 ,256
714,09900 ,1024
715,07400 ,8
715,23000 ,64
715,24900 ,256
715,35200 ,1024
716,1600 ,8
716,04800 ,64
716,23600 ,256
716,40000 ,1024
717,0700 ,8
717,14700 ,64
717,67000 ,256
717,80600 ,1024
718,4400 ,8
718,6200 ,64
718,24300 ,256
718,14100 ,1024
719,5400 ,8
719,5600 ,64
719,8800 ,256
719,28300 ,1024
720,5200 ,8
720,09800 ,64
720,46000 ,256
720,20000 ,1024
721,8900 ,8
721,6600 ,64
721,15100 ,256
721,51000 ,1024
722,8900 ,8
722,6600 ,64
722,15600 ,256
722,64300 ,1024
723,7700 ,8
723,4600 ,64
723,4700 ,256
723,52000 ,1024
724,5300 ,8
724,3100 ,64
724,08400 ,256
724,17000 ,1024
725,62900 ,8
725,1700 ,64
725,08400 ,256
725,33900 ,1024
726,1500 ,8
726,2600 ,64
726,8100 ,256
726,46400 ,1024
727,7400 ,8
727,6100 ,64
727,06000 ,256
727,44100 ,1024
728,9600 ,8
728,4200 ,64
728,5400 ,256
728,34000 ,1024
729,7000 ,8
729,4100 ,64
729,15500 ,256
729,42900 ,1024
730,4700 ,8
730,9000 ,64
730,2900 ,256
730,59800 ,1024
731,3700 ,8
731,7400 ,64
731,2200 ,256
731,17300 ,1024
732,5100 ,8
732,1400 ,64
732,14700 ,256
732,53700 ,1024
733,4400 ,8
733,1600 ,64
733,12700 ,256
733,47800 ,1024
734,1500 ,8
734,8200 ,64
734,9200 ,256
734,18300 ,1024
735,9700 ,8
735,7100 ,64
735,84200 ,256
735,20200 ,1024
736,2700 ,8
736,1900 ,64
736,20300 ,256
736,41700 ,1024
737,7200 ,8
737,4300 ,64
737,8100 ,256
737,93000 ,1024
738,5700 ,8
738,9600 ,64
738,08500 ,256
738,28700 ,1024
739,0000 ,8
739,2100 ,64
739,26200 ,256
739,60800 ,1024
740,8000 ,8
740,4100 ,64
740,8500 ,256
740,17400 ,1024
741,9500 ,8
741,28500 ,64
741,45100 ,256
741,32200 ,1024
742,04900 ,8
742,21400 ,64
742,51400 ,256
742,25100 ,1024
743,09900 ,8
743,03800 ,64
743,35500 ,256
743,64700 ,1024
744,7700 ,8
744,27300 ,64
744,33800 ,256
744,83900 ,1024
745,8800 ,8
745,6800 ,64
745,17700 ,256
745,47100 ,1024
746,17300 ,8
746,04000 ,64
746,42600 ,256
746,03500 ,1024
747,8600 ,8
747,18400 ,64
747,48000 ,256
747,51200 ,1024
748,7800 ,8
748,4500 ,64
748,01500 ,256
748,34600 ,1024
749,1400 ,8
749,33500 ,64
749,06400 ,256
749,60200 ,1024
750,26600 ,8
750,40200 ,64
750,86800 ,256
750,60000 ,1024
751,12000 ,8
751,08800 ,64
751,52100 ,256
751,47500 ,1024
752,24700 ,8
752,18200 ,64
752,43100 ,256
752,81900 ,1024
753,8300 ,8
753,15300 ,64
753,70500 ,256
753,45600 ,1024
754,61800 ,8
754,10900 ,64
754,43800 ,256
754,32200 ,1024
755,1000 ,8
755,09500 ,64
