Test Number,RTT(nano second),packet byte
183,247700 ,1024
184,829800 ,8
184,741400 ,64
184,816600 ,256
184,213800 ,1024
185,908200 ,8
185,865100 ,64
185,803900 ,256
185,720700 ,1024
186,606200 ,8
186,817300 ,64
186,537500 ,256
186,169400 ,1024
187,858800 ,8
187,742100 ,64
187,074800 ,256
187,150100 ,1024
188,943200 ,8
188,850700 ,64
188,879600 ,256
188,119500 ,1024
189,999700 ,8
189,951300 ,64
189,097600 ,256
189,175700 ,1024
190,079300 ,8
190,127400 ,64
190,012100 ,256
190,6763500 ,1024
191,863900 ,8
191,026700 ,64
191,966000 ,256
191,214600 ,1024
192,796500 ,8
192,935400 ,64
192,849800 ,256
192,656400 ,1024
193,415800 ,8
193,234100 ,64
193,013300 ,256
193,309500 ,1024
194,900500 ,8
194,199000 ,64
194,368900 ,256
194,296600 ,1024
195,832200 ,8
195,672400 ,64
195,776100 ,256
195,190700 ,1024
196,648400 ,8
196,434800 ,64
196,976600 ,256
196,453400 ,1024
197,576400 ,8
197,809100 ,64
197,134600 ,256
197,177300 ,1024
198,823400 ,8
198,892700 ,64
198,970500 ,256
198,123700 ,1024
199,854100 ,8
199,812000 ,64
199,354100 ,256
199,606500 ,1024
200,007700 ,8
200,991900 ,64
200,849000 ,256
200,869000 ,1024
201,111100 ,8
201,280700 ,64
201,991400 ,256
201,475600 ,1024
202,291100 ,8
202,274000 ,64
202,054100 ,256
202,931000 ,1024
203,222700 ,8
203,858800 ,64
203,313300 ,256
203,125200 ,1024
204,036800 ,8
204,045700 ,64
204,914100 ,256
204,184000 ,1024
205,887900 ,8
205,798900 ,64
205,472200 ,256
205,046900 ,1024
206,337300 ,8
206,788500 ,64
206,324800 ,256
206,342900 ,1024
207,785000 ,8
207,833900 ,64
207,775900 ,256
207,160800 ,1024
208,953100 ,8
208,837500 ,64
208,101100 ,256
208,218000 ,1024
209,981300 ,8
209,739600 ,64
209,529200 ,256
209,321400 ,1024
210,489600 ,8
210,205000 ,64
210,030100 ,256
210,136400 ,1024
211,063900 ,8
211,220800 ,64
211,981500 ,256
211,008000 ,1024
212,346300 ,8
212,074700 ,64
212,990600 ,256
212,757300 ,1024
213,669900 ,8
213,486500 ,64
213,642400 ,256
213,510500 ,1024
214,909500 ,8
214,021700 ,64
214,797000 ,256
214,119800 ,1024
215,877500 ,8
215,924500 ,64
215,901300 ,256
215,161200 ,1024
216,848500 ,8
216,918500 ,64
216,800600 ,256
216,735500 ,1024
217,701500 ,8
217,767100 ,64
217,880100 ,256
217,127000 ,1024
218,833600 ,8
218,884400 ,64
218,949700 ,256
218,093600 ,1024
219,064200 ,8
219,839100 ,64
219,024900 ,256
219,939600 ,1024
220,841300 ,8
220,457700 ,64
220,753600 ,256
220,754100 ,1024
221,786100 ,8
221,575700 ,64
221,829400 ,256
221,412900 ,1024
222,099800 ,8
222,726000 ,64
222,069100 ,256
222,2870900 ,1024
223,233700 ,8
223,828700 ,64
223,442900 ,256
223,386900 ,1024
224,037600 ,8
224,823000 ,64
224,864300 ,256
224,153300 ,1024
225,065700 ,8
225,075700 ,64
225,981400 ,256
225,252100 ,1024
226,919400 ,8
226,161700 ,64
226,170700 ,256
226,493700 ,1024
227,892100 ,8
227,773400 ,64
227,947200 ,256
227,286600 ,1024
228,900800 ,8
228,198300 ,64
228,837300 ,256
228,068900 ,1024
229,045800 ,8
229,119400 ,64
229,756100 ,256
229,441700 ,1024
230,923100 ,8
230,962800 ,64
230,334000 ,256
230,554300 ,1024
231,834500 ,8
231,757800 ,64
231,867300 ,256
231,498500 ,1024
232,858800 ,8
232,952900 ,64
232,940500 ,256
232,236100 ,1024
233,935300 ,8
233,277000 ,64
233,840900 ,256
233,166000 ,1024
234,763000 ,8
234,867100 ,64
234,754800 ,256
234,120900 ,1024
235,945000 ,8
235,809600 ,64
235,869700 ,256
235,198200 ,1024
236,818500 ,8
236,905800 ,64
236,005000 ,256
236,454800 ,1024
237,341500 ,8
237,998600 ,64
237,141200 ,256
237,765800 ,1024
238,239100 ,8
238,091800 ,64
238,955300 ,256
238,261000 ,1024
239,047700 ,8
239,186600 ,64
239,371200 ,256
239,193400 ,1024
240,045100 ,8
240,230300 ,64
240,975200 ,256
240,164000 ,1024
241,947100 ,8
241,976800 ,64
241,267900 ,256
241,189200 ,1024
242,370300 ,8
242,947000 ,64
242,958400 ,256
242,595800 ,1024
243,941100 ,8
243,101100 ,64
243,446000 ,256
243,182500 ,1024
244,680600 ,8
244,949600 ,64
244,875400 ,256
244,2345200 ,1024
245,3115600 ,8
245,944800 ,64
245,866000 ,256
245,753300 ,1024
246,105000 ,8
246,275300 ,64
246,873000 ,256
246,358000 ,1024
247,897200 ,8
247,289200 ,64
247,145400 ,256
247,541900 ,1024
248,208000 ,8
248,080300 ,64
248,016900 ,256
248,400800 ,1024
249,192000 ,8
249,194300 ,64
249,958200 ,256
249,427200 ,1024
250,865600 ,8
250,091100 ,64
250,027600 ,256
250,283200 ,1024
251,717000 ,8
251,909800 ,64
251,856500 ,256
251,095200 ,1024
252,050200 ,8
252,871200 ,64
252,946200 ,256
252,117300 ,1024
253,842500 ,8
253,823800 ,64
253,763700 ,256
253,099100 ,1024
254,131100 ,8
254,912900 ,64
254,478500 ,256
254,467400 ,1024
255,656700 ,8
255,041200 ,64
255,507000 ,256
255,379500 ,1024
256,047300 ,8
256,933300 ,64
256,150600 ,256
256,143800 ,1024
257,957300 ,8
257,350100 ,64
257,917200 ,256
257,167600 ,1024
258,009800 ,8
258,889700 ,64
258,961800 ,256
258,364300 ,1024
259,885700 ,8
259,829900 ,64
259,891000 ,256
259,999200 ,1024
260,249100 ,8
260,701700 ,64
260,869300 ,256
260,217400 ,1024
261,808300 ,8
261,803000 ,64
261,804000 ,256
261,314400 ,1024
262,868000 ,8
262,795400 ,64
262,040400 ,256
262,141200 ,1024
263,186600 ,8
263,336900 ,64
263,351100 ,256
263,205600 ,1024
264,040600 ,8
264,942200 ,64
264,042200 ,256
264,673600 ,1024
265,922400 ,8
265,398200 ,64
265,107100 ,256
265,166400 ,1024
266,798500 ,8
266,977000 ,64
266,996000 ,256
266,178500 ,1024
267,227600 ,8
267,837600 ,64
267,048400 ,256
267,272700 ,1024
268,021500 ,8
268,092400 ,64
268,084300 ,256
268,098400 ,1024
269,390000 ,8
269,945000 ,64
269,459300 ,256
269,194700 ,1024
270,798800 ,8
270,929500 ,64
270,634600 ,256
270,245000 ,1024
271,904300 ,8
271,334100 ,64
271,847600 ,256
271,076800 ,1024
272,420300 ,8
272,035300 ,64
272,627300 ,256
272,628900 ,1024
273,576800 ,8
273,001900 ,64
273,800600 ,256
273,432300 ,1024
274,930900 ,8
274,841600 ,64
274,893900 ,256
274,725900 ,1024
275,396300 ,8
275,675800 ,64
275,3289200 ,256
275,0781000 ,1024
276,1905400 ,8
276,080000 ,64
276,923000 ,256
276,135900 ,1024
277,193000 ,8
277,235700 ,64
277,968200 ,256
277,142300 ,1024
278,336300 ,8
278,790600 ,64
278,817500 ,256
278,160100 ,1024
279,494700 ,8
279,121100 ,64
279,906000 ,256
279,215700 ,1024
280,680200 ,8
280,237400 ,64
280,185900 ,256
280,603900 ,1024
281,115000 ,8
281,925800 ,64
281,002300 ,256
281,198800 ,1024
282,901900 ,8
282,913000 ,64
282,050800 ,256
282,150500 ,1024
283,934400 ,8
283,844600 ,64
283,135900 ,256
283,144100 ,1024
284,891800 ,8
284,035400 ,64
284,695900 ,256
284,532900 ,1024
285,557400 ,8
285,919700 ,64
285,934600 ,256
285,116800 ,1024
286,897100 ,8
286,945800 ,64
286,175800 ,256
286,373100 ,1024
287,879100 ,8
287,261700 ,64
287,361100 ,256
287,244300 ,1024
288,188700 ,8
288,762700 ,64
288,276900 ,256
288,135300 ,1024
289,965100 ,8
289,746800 ,64
289,192000 ,256
289,230700 ,1024
290,169600 ,8
290,689800 ,64
290,929400 ,256
290,868400 ,1024
291,895700 ,8
291,675700 ,64
291,882700 ,256
291,286700 ,1024
292,579200 ,8
292,900100 ,64
292,502900 ,256
292,436100 ,1024
293,061400 ,8
293,969800 ,64
293,933800 ,256
293,169800 ,1024
294,868400 ,8
294,919100 ,64
294,189500 ,256
294,116700 ,1024
295,971500 ,8
295,947000 ,64
295,939200 ,256
295,110400 ,1024
296,795000 ,8
296,925900 ,64
296,902500 ,256
296,041000 ,1024
297,788400 ,8
297,013600 ,64
297,277000 ,256
297,742400 ,1024
298,979400 ,8
298,842800 ,64
298,903900 ,256
298,249100 ,1024
299,914500 ,8
299,825000 ,64
299,940800 ,256
299,129100 ,1024
300,830300 ,8
300,884000 ,64
300,817000 ,256
300,4442200 ,1024
301,014100 ,8
301,917400 ,64
301,278600 ,256
301,233200 ,1024
302,901100 ,8
302,505900 ,64
302,550300 ,256
302,182300 ,1024
303,063200 ,8
303,306000 ,64
303,095800 ,256
303,135100 ,1024
304,167400 ,8
304,743100 ,64
304,892600 ,256
304,161000 ,1024
305,958600 ,8
305,777800 ,64
305,922900 ,256
305,257000 ,1024
306,146700 ,8
306,806000 ,64
306,799700 ,256
306,944900 ,1024
307,2404500 ,8
307,2622700 ,64
307,369100 ,256
307,017000 ,1024
308,730600 ,8
308,498400 ,64
308,160200 ,256
308,378000 ,1024
309,893700 ,8
309,173300 ,64
309,878700 ,256
309,580800 ,1024
310,761200 ,8
310,266800 ,64
310,796300 ,256
310,561900 ,1024
311,369400 ,8
311,383500 ,64
311,812600 ,256
311,154000 ,1024
312,979500 ,8
312,248400 ,64
312,848100 ,256
312,940100 ,1024
313,621200 ,8
313,797200 ,64
313,207700 ,256
313,377300 ,1024
314,498900 ,8
314,455700 ,64
314,944400 ,256
314,741500 ,1024
315,882600 ,8
315,848600 ,64
315,971700 ,256
315,189800 ,1024
316,247500 ,8
316,193200 ,64
316,026700 ,256
316,834900 ,1024
317,551500 ,8
317,402700 ,64
317,187600 ,256
317,177400 ,1024
318,973300 ,8
318,203400 ,64
318,882400 ,256
318,736200 ,1024
319,919200 ,8
319,267700 ,64
319,272500 ,256
319,752000 ,1024
320,841800 ,8
320,765400 ,64
320,473100 ,256
320,479100 ,1024
321,944500 ,8
321,850700 ,64
321,536200 ,256
321,762100 ,1024
322,971400 ,8
322,854000 ,64
322,024000 ,256
322,643700 ,1024
323,528700 ,8
323,932600 ,64
323,454800 ,256
323,077400 ,1024
324,860700 ,8
324,848200 ,64
324,749900 ,256
324,161500 ,1024
325,081600 ,8
325,960900 ,64
325,862000 ,256
325,611900 ,1024
326,527700 ,8
326,898300 ,64
326,927500 ,256
326,197200 ,1024
327,242400 ,8
327,847700 ,64
327,900300 ,256
327,842600 ,1024
328,593800 ,8
328,348600 ,64
328,835300 ,256
328,559400 ,1024
329,424800 ,8
329,906900 ,64
329,151600 ,256
329,038300 ,1024
330,985900 ,8
330,952100 ,64
330,830000 ,256
330,604900 ,1024
331,833400 ,8
331,005600 ,64
331,910500 ,256
331,462600 ,1024
332,829400 ,8
332,755400 ,64
332,189700 ,256
332,331400 ,1024
333,301700 ,8
333,868800 ,64
333,898400 ,256
333,206900 ,1024
334,592100 ,8
334,326400 ,64
334,087300 ,256
334,643000 ,1024
335,906500 ,8
335,806600 ,64
335,807100 ,256
335,301300 ,1024
336,782200 ,8
336,954000 ,64
336,006000 ,256
336,622400 ,1024
337,758900 ,8
337,923500 ,64
337,200300 ,256
337,349300 ,1024
338,774100 ,8
338,852200 ,64
338,410200 ,256
338,885000 ,1024
339,756700 ,8
339,892600 ,64
339,051800 ,256
339,572700 ,1024
340,018800 ,8
340,822700 ,64
340,351000 ,256
340,665200 ,1024
341,950000 ,8
341,977900 ,64
341,937200 ,256
341,034300 ,1024
342,701900 ,8
342,001400 ,64
342,031900 ,256
342,681200 ,1024
343,253600 ,8
343,972200 ,64
343,004400 ,256
343,924600 ,1024
344,586300 ,8
344,628100 ,64
344,996900 ,256
344,240600 ,1024
345,953100 ,8
345,460200 ,64
345,102700 ,256
345,067200 ,1024
346,931000 ,8
346,233100 ,64
346,049700 ,256
346,167200 ,1024
347,135300 ,8
347,685800 ,64
347,005300 ,256
347,886200 ,1024
348,658300 ,8
348,955200 ,64
348,579600 ,256
348,225000 ,1024
349,017500 ,8
349,868200 ,64
349,111800 ,256
349,096400 ,1024
350,361400 ,8
350,170300 ,64
350,019600 ,256
350,103500 ,1024
351,918000 ,8
351,169300 ,64
351,777400 ,256
351,595200 ,1024
352,895600 ,8
352,380300 ,64
352,904500 ,256
352,0449900 ,1024
353,246300 ,8
353,986600 ,64
353,020400 ,256
353,117400 ,1024
354,828500 ,8
354,769400 ,64
354,080600 ,256
354,494100 ,1024
355,808300 ,8
355,941400 ,64
355,362800 ,256
355,146600 ,1024
356,205700 ,8
356,803600 ,64
356,857200 ,256
356,154300 ,1024
357,805000 ,8
357,456300 ,64
357,357000 ,256
357,414200 ,1024
358,095200 ,8
358,865200 ,64
358,817400 ,256
358,260000 ,1024
359,851800 ,8
359,106400 ,64
359,886600 ,256
359,027700 ,1024
360,906900 ,8
360,149800 ,64
360,371100 ,256
360,681300 ,1024
361,235300 ,8
361,252300 ,64
361,949800 ,256
361,127200 ,1024
362,992600 ,8
362,937300 ,64
362,792500 ,256
362,076400 ,1024
363,258900 ,8
363,156500 ,64
363,341200 ,256
363,098400 ,1024
364,947300 ,8
364,230200 ,64
364,076600 ,256
364,098100 ,1024
365,149600 ,8
365,745600 ,64
365,874800 ,256
365,468300 ,1024
366,045200 ,8
366,145800 ,64
366,085200 ,256
366,327200 ,1024
367,109800 ,8
367,783200 ,64
367,682100 ,256
367,276600 ,1024
368,879500 ,8
368,769100 ,64
368,297600 ,256
368,309700 ,1024
369,846700 ,8
369,708400 ,64
369,226400 ,256
369,248100 ,1024
370,835500 ,8
370,680900 ,64
370,001200 ,256
370,282800 ,1024
371,591600 ,8
371,919300 ,64
371,698700 ,256
371,324000 ,1024
372,216500 ,8
372,723000 ,64
372,516000 ,256
372,241400 ,1024
373,169400 ,8
373,445600 ,64
373,987800 ,256
373,357000 ,1024
374,910200 ,8
374,246200 ,64
374,860700 ,256
374,043700 ,1024
375,736500 ,8
375,352100 ,64
375,306500 ,256
375,156500 ,1024
376,253900 ,8
376,367300 ,64
376,913200 ,256
376,110100 ,1024
377,014800 ,8
377,085100 ,64
377,466800 ,256
