Test Number,RTT(nano second),packet byte
377,466800 ,1024
378,909700 ,8
378,783000 ,64
378,173800 ,256
378,717100 ,1024
379,493500 ,8
379,214000 ,64
379,443500 ,256
379,207700 ,1024
380,304400 ,8
380,5239100 ,64
380,779300 ,256
380,972200 ,1024
381,879300 ,8
381,151300 ,64
381,818100 ,256
381,319100 ,1024
382,696800 ,8
382,711100 ,64
382,969900 ,256
382,934300 ,1024
383,788800 ,8
383,899700 ,64
383,886000 ,256
383,181700 ,1024
384,748100 ,8
384,020600 ,64
384,081600 ,256
384,125500 ,1024
385,058500 ,8
385,827900 ,64
385,582300 ,256
385,621400 ,1024
386,102600 ,8
386,860700 ,64
386,342700 ,256
386,282300 ,1024
387,536300 ,8
387,392900 ,64
387,896400 ,256
387,240900 ,1024
388,030500 ,8
388,927800 ,64
388,331200 ,256
388,170900 ,1024
389,880900 ,8
389,883100 ,64
389,979300 ,256
389,109300 ,1024
390,065300 ,8
390,933900 ,64
390,758400 ,256
390,380200 ,1024
391,872100 ,8
391,005600 ,64
391,570500 ,256
391,262300 ,1024
392,995200 ,8
392,010300 ,64
392,998600 ,256
392,503600 ,1024
393,110700 ,8
393,902800 ,64
393,130900 ,256
393,091300 ,1024
394,252000 ,8
394,797600 ,64
394,988100 ,256
394,068100 ,1024
395,957400 ,8
395,979700 ,64
395,912400 ,256
395,157000 ,1024
396,616800 ,8
396,932100 ,64
396,905000 ,256
396,208400 ,1024
397,089900 ,8
397,072200 ,64
397,892600 ,256
397,147100 ,1024
398,968900 ,8
398,387100 ,64
398,969000 ,256
398,151600 ,1024
399,769300 ,8
399,851600 ,64
399,054900 ,256
399,105300 ,1024
400,898400 ,8
400,790900 ,64
400,016300 ,256
400,381200 ,1024
401,293600 ,8
401,711700 ,64
401,873400 ,256
401,106900 ,1024
402,192700 ,8
402,898700 ,64
402,911100 ,256
402,188900 ,1024
403,859200 ,8
403,142000 ,64
403,868600 ,256
403,011700 ,1024
404,271200 ,8
404,764000 ,64
404,923200 ,256
404,329400 ,1024
405,034200 ,8
405,703900 ,64
405,941200 ,256
405,087000 ,1024
406,155800 ,8
406,398200 ,64
406,898100 ,256
406,270200 ,1024
407,705900 ,8
407,776700 ,64
407,653700 ,256
407,215100 ,1024
408,823300 ,8
408,746200 ,64
408,195200 ,256
408,973000 ,1024
409,766800 ,8
409,856900 ,64
409,412400 ,256
409,157000 ,1024
410,783300 ,8
410,784500 ,64
410,804200 ,256
410,417100 ,1024
411,789200 ,8
411,093200 ,64
411,225700 ,256
411,395800 ,1024
412,860300 ,8
412,155600 ,64
412,178700 ,256
412,252600 ,1024
413,777500 ,8
413,465500 ,64
413,875000 ,256
413,2254500 ,1024
414,553800 ,8
414,548700 ,64
414,886300 ,256
414,363100 ,1024
415,553400 ,8
415,695300 ,64
415,870500 ,256
415,112600 ,1024
416,857700 ,8
416,333600 ,64
416,929700 ,256
416,157400 ,1024
417,259500 ,8
417,917600 ,64
417,738600 ,256
417,173200 ,1024
418,825700 ,8
418,103300 ,64
418,129600 ,256
418,160800 ,1024
419,876900 ,8
419,878500 ,64
419,954200 ,256
419,381700 ,1024
420,146900 ,8
420,856000 ,64
420,874500 ,256
420,332100 ,1024
421,785900 ,8
421,263900 ,64
421,481600 ,256
421,596500 ,1024
422,935900 ,8
422,907200 ,64
422,782500 ,256
422,007900 ,1024
423,096900 ,8
423,670400 ,64
423,404700 ,256
423,126000 ,1024
424,937000 ,8
424,946200 ,64
424,611600 ,256
424,104200 ,1024
425,153100 ,8
425,642000 ,64
425,335600 ,256
425,192500 ,1024
426,767000 ,8
426,056200 ,64
426,761400 ,256
426,149800 ,1024
427,983400 ,8
427,920700 ,64
427,345900 ,256
427,898800 ,1024
428,327800 ,8
428,533100 ,64
428,508200 ,256
428,835500 ,1024
429,269000 ,8
429,833900 ,64
429,418100 ,256
429,248900 ,1024
430,045800 ,8
430,882100 ,64
430,420200 ,256
430,145900 ,1024
431,452100 ,8
431,075400 ,64
431,089900 ,256
431,765100 ,1024
432,976800 ,8
432,897400 ,64
432,397200 ,256
432,312900 ,1024
433,950300 ,8
433,943200 ,64
433,094900 ,256
433,428100 ,1024
434,354700 ,8
434,936200 ,64
434,272700 ,256
434,150000 ,1024
435,938900 ,8
435,756000 ,64
435,318400 ,256
435,201700 ,1024
436,229500 ,8
436,936800 ,64
436,983900 ,256
436,058000 ,1024
437,932300 ,8
437,727000 ,64
437,870400 ,256
437,342500 ,1024
438,815600 ,8
438,955800 ,64
438,946500 ,256
438,156700 ,1024
439,821900 ,8
439,967900 ,64
439,831800 ,256
439,077600 ,1024
440,884900 ,8
440,283700 ,64
440,866400 ,256
440,110700 ,1024
441,857000 ,8
441,368800 ,64
441,015200 ,256
441,325600 ,1024
442,005700 ,8
442,764900 ,64
442,956100 ,256
442,311900 ,1024
443,060600 ,8
443,805000 ,64
443,955200 ,256
443,388100 ,1024
444,996800 ,8
444,772200 ,64
444,274700 ,256
444,077400 ,1024
445,557000 ,8
445,889200 ,64
445,453500 ,256
445,442200 ,1024
446,952300 ,8
446,801600 ,64
446,837300 ,256
446,961700 ,1024
447,956100 ,8
447,126500 ,64
447,889200 ,256
447,204100 ,1024
448,802500 ,8
448,222200 ,64
448,847100 ,256
448,164900 ,1024
449,836800 ,8
449,921900 ,64
449,145000 ,256
449,392200 ,1024
450,447700 ,8
450,895800 ,64
450,877800 ,256
450,111100 ,1024
451,230000 ,8
451,840900 ,64
451,900100 ,256
451,052500 ,1024
452,240700 ,8
452,654600 ,64
452,825800 ,256
452,362000 ,1024
453,835800 ,8
453,966500 ,64
453,887600 ,256
453,160900 ,1024
454,989100 ,8
454,796500 ,64
454,449500 ,256
454,283100 ,1024
455,028900 ,8
455,814100 ,64
455,233800 ,256
455,413100 ,1024
456,262800 ,8
456,752600 ,64
456,902400 ,256
456,197200 ,1024
457,358200 ,8
457,898600 ,64
457,013100 ,256
457,340400 ,1024
458,748400 ,8
458,339800 ,64
458,332400 ,256
458,792000 ,1024
459,049600 ,8
459,940900 ,64
459,067300 ,256
459,307600 ,1024
460,467000 ,8
460,824100 ,64
460,961200 ,256
460,551600 ,1024
461,855700 ,8
461,715900 ,64
461,808100 ,256
461,641300 ,1024
462,301400 ,8
462,883500 ,64
462,928800 ,256
462,984500 ,1024
463,336700 ,8
463,093300 ,64
463,511400 ,256
463,184400 ,1024
464,839000 ,8
464,702200 ,64
464,001500 ,256
464,047100 ,1024
465,690100 ,8
465,019900 ,64
465,030300 ,256
465,022000 ,1024
466,078100 ,8
466,938000 ,64
466,824600 ,256
466,146200 ,1024
467,801800 ,8
467,710300 ,64
467,446500 ,256
467,961400 ,1024
468,141900 ,8
468,248500 ,64
468,838300 ,256
468,410800 ,1024
469,964600 ,8
469,343600 ,64
469,582400 ,256
469,371300 ,1024
470,183400 ,8
470,736900 ,64
470,883900 ,256
470,429000 ,1024
471,829800 ,8
471,940700 ,64
471,955500 ,256
471,897200 ,1024
472,978900 ,8
472,741900 ,64
472,829700 ,256
472,286400 ,1024
473,427700 ,8
473,936900 ,64
473,255200 ,256
473,074000 ,1024
474,291600 ,8
474,812800 ,64
474,838900 ,256
474,125800 ,1024
475,870500 ,8
475,286700 ,64
475,932600 ,256
475,421800 ,1024
476,817300 ,8
476,801600 ,64
476,910700 ,256
476,658900 ,1024
477,804000 ,8
477,804700 ,64
477,949800 ,256
477,254500 ,1024
478,375400 ,8
478,992300 ,64
478,893400 ,256
478,230200 ,1024
479,841000 ,8
479,020400 ,64
479,809600 ,256
479,816100 ,1024
480,887400 ,8
480,854700 ,64
480,780900 ,256
480,026000 ,1024
481,931200 ,8
481,772700 ,64
481,452500 ,256
481,357700 ,1024
482,991100 ,8
482,800700 ,64
482,115900 ,256
482,045500 ,1024
483,309900 ,8
483,780000 ,64
483,995900 ,256
483,163300 ,1024
484,937900 ,8
484,879000 ,64
484,018500 ,256
484,124800 ,1024
485,672000 ,8
485,809900 ,64
485,145700 ,256
485,144400 ,1024
486,202500 ,8
486,736500 ,64
486,263700 ,256
486,982200 ,1024
487,524100 ,8
487,850100 ,64
487,534200 ,256
487,270300 ,1024
488,945200 ,8
488,792400 ,64
488,867500 ,256
488,480300 ,1024
489,336900 ,8
489,971000 ,64
489,582800 ,256
489,523400 ,1024
490,915700 ,8
490,875500 ,64
490,176900 ,256
490,322100 ,1024
491,095600 ,8
491,064500 ,64
491,446100 ,256
491,114700 ,1024
492,359100 ,8
492,930500 ,64
492,394900 ,256
492,187000 ,1024
493,035500 ,8
493,000200 ,64
493,152200 ,256
493,542200 ,1024
494,949800 ,8
494,188600 ,64
494,205500 ,256
494,885600 ,1024
495,609800 ,8
495,961100 ,64
495,894000 ,256
495,084900 ,1024
496,422100 ,8
496,604000 ,64
496,787400 ,256
496,964600 ,1024
497,609600 ,8
497,960600 ,64
497,846500 ,256
497,135600 ,1024
498,885700 ,8
498,926400 ,64
498,150000 ,256
498,710500 ,1024
499,574000 ,8
499,969300 ,64
499,910200 ,256
499,234500 ,1024
500,965000 ,8
500,856800 ,64
500,082000 ,256
500,172100 ,1024
501,508500 ,8
501,468300 ,64
501,896600 ,256
501,254700 ,1024
502,077100 ,8
502,914600 ,64
502,019200 ,256
502,600700 ,1024
503,827300 ,8
503,862300 ,64
503,943300 ,256
503,565600 ,1024
504,999700 ,8
504,095300 ,64
504,555000 ,256
504,573200 ,1024
505,075600 ,8
505,883100 ,64
505,894800 ,256
505,797500 ,1024
506,712600 ,8
506,825300 ,64
506,861700 ,256
506,803100 ,1024
507,847600 ,8
507,916000 ,64
507,817100 ,256
507,084500 ,1024
508,899900 ,8
508,976400 ,64
508,867200 ,256
508,188300 ,1024
509,193000 ,8
509,751700 ,64
509,295600 ,256
509,198500 ,1024
510,830200 ,8
510,900500 ,64
510,217700 ,256
510,018000 ,1024
511,866700 ,8
511,972300 ,64
511,169900 ,256
511,255100 ,1024
512,825100 ,8
512,792900 ,64
512,050500 ,256
512,360000 ,1024
513,590000 ,8
513,704600 ,64
513,221500 ,256
513,798500 ,1024
514,965400 ,8
514,665500 ,64
514,075400 ,256
514,174900 ,1024
515,039600 ,8
515,299100 ,64
515,992400 ,256
515,193500 ,1024
516,595400 ,8
516,808700 ,64
516,103500 ,256
516,216300 ,1024
517,080300 ,8
517,934600 ,64
517,921800 ,256
517,970900 ,1024
518,414400 ,8
518,905500 ,64
518,508300 ,256
518,293200 ,1024
519,441100 ,8
519,797000 ,64
519,612300 ,256
519,494500 ,1024
520,889400 ,8
520,709500 ,64
520,817600 ,256
520,474400 ,1024
521,140800 ,8
521,097000 ,64
521,451100 ,256
521,042600 ,1024
522,125900 ,8
522,133000 ,64
522,337600 ,256
522,269300 ,1024
523,680900 ,8
523,893800 ,64
523,965200 ,256
523,294900 ,1024
524,808200 ,8
524,914300 ,64
524,035700 ,256
524,428900 ,1024
525,116900 ,8
525,227700 ,64
525,151800 ,256
525,721500 ,1024
526,733300 ,8
526,828600 ,64
526,837600 ,256
526,120600 ,1024
527,606200 ,8
527,436500 ,64
527,296200 ,256
527,161900 ,1024
528,794500 ,8
528,782700 ,64
528,268800 ,256
528,252000 ,1024
529,028500 ,8
529,088700 ,64
529,883400 ,256
529,317600 ,1024
530,723800 ,8
530,952100 ,64
530,276400 ,256
530,126900 ,1024
531,903200 ,8
531,863900 ,64
531,673300 ,256
531,056800 ,1024
532,413900 ,8
532,211700 ,64
532,271600 ,256
532,363900 ,1024
533,072500 ,8
533,860700 ,64
533,908300 ,256
533,982400 ,1024
534,434900 ,8
534,610600 ,64
534,070300 ,256
534,299200 ,1024
535,845200 ,8
535,024300 ,64
535,2281900 ,256
535,119300 ,1024
536,1530200 ,8
536,840300 ,64
536,426000 ,256
536,106400 ,1024
537,209100 ,8
537,787600 ,64
537,863600 ,256
537,450500 ,1024
538,224100 ,8
538,213700 ,64
538,907900 ,256
538,338100 ,1024
539,970200 ,8
539,926000 ,64
539,201300 ,256
539,039400 ,1024
540,112300 ,8
540,815200 ,64
540,070900 ,256
540,184600 ,1024
541,160700 ,8
541,880600 ,64
541,966400 ,256
541,085100 ,1024
542,875700 ,8
542,960400 ,64
542,324700 ,256
542,812400 ,1024
543,883600 ,8
543,814900 ,64
543,959100 ,256
543,477200 ,1024
544,094000 ,8
544,349100 ,64
544,105000 ,256
544,708000 ,1024
545,929400 ,8
545,132400 ,64
545,933800 ,256
545,263800 ,1024
546,614900 ,8
546,650500 ,64
546,763300 ,256
546,212100 ,1024
547,023600 ,8
547,903100 ,64
547,895200 ,256
547,265800 ,1024
548,969500 ,8
548,888600 ,64
548,182400 ,256
548,345900 ,1024
549,362500 ,8
549,929500 ,64
549,883600 ,256
549,277700 ,1024
550,851800 ,8
550,269200 ,64
550,242800 ,256
550,435000 ,1024
551,954500 ,8
551,252200 ,64
551,012900 ,256
551,037100 ,1024
552,075200 ,8
552,922900 ,64
552,912700 ,256
552,999300 ,1024
553,924700 ,8
553,003100 ,64
553,099800 ,256
553,155400 ,1024
554,3883800 ,8
554,861700 ,64
554,534400 ,256
554,995300 ,1024
555,662900 ,8
555,078200 ,64
555,238300 ,256
555,342800 ,1024
556,884600 ,8
556,863000 ,64
556,028700 ,256
556,633300 ,1024
557,899200 ,8
557,204800 ,64
557,974200 ,256
557,292200 ,1024
558,123800 ,8
558,480000 ,64
558,035100 ,256
558,572000 ,1024
559,092800 ,8
559,318600 ,64
559,312400 ,256
559,309600 ,1024
560,966100 ,8
560,869900 ,64
560,570100 ,256
560,946400 ,1024
561,569700 ,8
561,401600 ,64
561,124400 ,256
561,765000 ,1024
562,318500 ,8
562,3150100 ,64
562,2985200 ,256
562,175100 ,1024
563,074600 ,8
563,345800 ,64
563,766500 ,256
563,039400 ,1024
564,776400 ,8
564,341600 ,64
564,997600 ,256
564,278400 ,1024
565,899900 ,8
565,671900 ,64
565,038000 ,256
565,120300 ,1024
566,940000 ,8
566,889900 ,64
566,975400 ,256
566,344400 ,1024
567,319700 ,8
567,851700 ,64
567,848800 ,256
567,202600 ,1024
568,112900 ,8
568,331400 ,64
568,395200 ,256
568,538800 ,1024
569,308000 ,8
569,814800 ,64
569,973900 ,256
569,235700 ,1024
570,860800 ,8
570,681500 ,64
570,987700 ,256
570,647200 ,1024
571,795100 ,8
571,960100 ,64
571,844100 ,256
571,132700 ,1024
572,607700 ,8
572,845900 ,64
572,976700 ,256
572,101100 ,1024
573,775400 ,8
573,976400 ,64
573,941000 ,256
573,351500 ,1024
574,421200 ,8
574,190600 ,64
574,526200 ,256
574,114300 ,1024
575,230100 ,8
575,325300 ,64
575,027500 ,256
575,196100 ,1024
576,918800 ,8
576,007900 ,64
576,888900 ,256
576,501500 ,1024
577,050400 ,8
577,887600 ,64
577,254800 ,256
577,901300 ,1024
578,179000 ,8
578,901600 ,64
578,896700 ,256
578,253400 ,1024
579,944100 ,8
579,864000 ,64
579,044800 ,256
579,402500 ,1024
580,222500 ,8
580,071300 ,64
580,530600 ,256
580,901200 ,1024
581,227000 ,8
581,964100 ,64
581,839000 ,256
581,777600 ,1024
582,235100 ,8
582,162100 ,64
582,950200 ,256
582,219400 ,1024
583,162500 ,8
583,188900 ,64
583,703300 ,256
583,352300 ,1024
584,729100 ,8
584,851300 ,64
584,896300 ,256
584,052500 ,1024
585,133600 ,8
585,342000 ,64
585,996600 ,256
585,079900 ,1024
586,919400 ,8
586,803900 ,64
586,845300 ,256
586,284700 ,1024
587,124900 ,8
587,238800 ,64
587,052100 ,256
587,178100 ,1024
588,892600 ,8
588,959400 ,64
588,800500 ,256
588,272900 ,1024
589,104900 ,8
589,887300 ,64
589,037000 ,256
589,286800 ,1024
590,123000 ,8
590,950500 ,64
590,403900 ,256
590,568400 ,1024
591,790400 ,8
591,805200 ,64
591,389900 ,256
591,143300 ,1024
592,877100 ,8
592,891200 ,64
592,108900 ,256
592,368500 ,1024
593,091800 ,8
593,410400 ,64
593,201700 ,256
593,290400 ,1024
594,955400 ,8
594,130100 ,64
594,446100 ,256
594,177800 ,1024
595,812000 ,8
595,084000 ,64
595,807800 ,256
595,886400 ,1024
596,964500 ,8
596,930500 ,64
596,783900 ,256
596,093200 ,1024
597,076300 ,8
597,854500 ,64
597,940800 ,256
597,501700 ,1024
598,946800 ,8
598,951300 ,64
598,961800 ,256
598,170400 ,1024
599,923300 ,8
599,045400 ,64
599,093200 ,256
599,158100 ,1024
600,300400 ,8
600,695700 ,64
600,967200 ,256
600,484500 ,1024
601,789800 ,8
601,710500 ,64
601,180100 ,256
601,692200 ,1024
602,161700 ,8
602,130500 ,64
602,805300 ,256
602,240800 ,1024
603,065500 ,8
603,953200 ,64
603,265100 ,256
603,830300 ,1024
604,642900 ,8
604,735500 ,64
604,073300 ,256
604,954300 ,1024
605,892200 ,8
605,820300 ,64
605,011700 ,256
605,084800 ,1024
606,063400 ,8
606,811700 ,64
606,774500 ,256
606,156500 ,1024
607,907100 ,8
607,189500 ,64
607,069000 ,256
607,377000 ,1024
608,916100 ,8
608,262100 ,64
608,005700 ,256
608,734400 ,1024
609,844400 ,8
609,753200 ,64
609,239900 ,256
609,488300 ,1024
610,857200 ,8
610,912300 ,64
610,429600 ,256
610,340000 ,1024
611,826600 ,8
611,780200 ,64
611,903800 ,256
611,578700 ,1024
612,981200 ,8
612,996500 ,64
612,483900 ,256
612,544000 ,1024
613,853400 ,8
613,081000 ,64
613,128600 ,256
613,350100 ,1024
614,423900 ,8
614,155800 ,64
614,078200 ,256
614,368100 ,1024
615,192800 ,8
615,802100 ,64
615,961000 ,256
615,025200 ,1024
616,013500 ,8
616,915900 ,64
616,034000 ,256
616,663500 ,1024
617,503200 ,8
617,361100 ,64
617,907400 ,256
617,434800 ,1024
618,839100 ,8
618,088000 ,64
618,907500 ,256
618,936800 ,1024
619,927600 ,8
619,894800 ,64
619,903900 ,256
619,568100 ,1024
620,4981800 ,8
620,805900 ,64
620,932000 ,256
620,059100 ,1024
621,802400 ,8
621,834900 ,64
621,983200 ,256
621,250200 ,1024
622,933400 ,8
622,871200 ,64
622,907900 ,256
622,338400 ,1024
623,876700 ,8
623,878200 ,64
623,029100 ,256
623,472900 ,1024
624,857100 ,8
624,677900 ,64
624,877900 ,256
624,256400 ,1024
625,513200 ,8
625,015700 ,64
625,437700 ,256
625,197800 ,1024
626,823700 ,8
626,946900 ,64
626,223500 ,256
626,133100 ,1024
627,925100 ,8
627,970000 ,64
627,089000 ,256
627,108600 ,1024
628,911400 ,8
628,944000 ,64
628,002900 ,256
628,385000 ,1024
629,837500 ,8
629,874800 ,64
629,769600 ,256
629,435100 ,1024
630,068700 ,8
630,0397200 ,64
630,1807600 ,256
630,2214000 ,1024
631,070800 ,8
631,820800 ,64
631,760900 ,256
631,522700 ,1024
632,813900 ,8
632,730800 ,64
632,846200 ,256
632,145700 ,1024
633,909600 ,8
633,422700 ,64
633,230900 ,256
633,735200 ,1024
634,209400 ,8
634,854200 ,64
634,951600 ,256
634,255100 ,1024
635,758200 ,8
635,765300 ,64
635,564300 ,256
635,187800 ,1024
636,330800 ,8
636,706100 ,64
636,010100 ,256
636,193400 ,1024
637,288400 ,8
637,568300 ,64
637,989000 ,256
637,654600 ,1024
638,847700 ,8
638,791000 ,64
638,292700 ,256
638,071400 ,1024
639,062900 ,8
639,923700 ,64
639,466800 ,256
639,098600 ,1024
640,289000 ,8
640,900400 ,64
640,866300 ,256
640,320100 ,1024
641,646700 ,8
641,365600 ,64
641,982700 ,256
641,283200 ,1024
642,096800 ,8
642,830100 ,64
642,834300 ,256
642,230500 ,1024
643,776100 ,8
643,751300 ,64
643,920300 ,256
643,347900 ,1024
644,363000 ,8
644,855900 ,64
644,961100 ,256
644,447000 ,1024
645,813100 ,8
645,228800 ,64
645,913800 ,256
645,647400 ,1024
646,236100 ,8
646,912400 ,64
646,891900 ,256
646,255700 ,1024
647,877300 ,8
647,570400 ,64
647,012500 ,256
647,726500 ,1024
648,091900 ,8
648,413600 ,64
648,460600 ,256
648,072900 ,1024
649,016700 ,8
649,882700 ,64
649,900100 ,256
649,343200 ,1024
650,656400 ,8
650,998900 ,64
650,791600 ,256
650,311400 ,1024
651,014400 ,8
651,896200 ,64
651,909300 ,256
651,057100 ,1024
652,932900 ,8
652,307500 ,64
652,035600 ,256
652,178700 ,1024
653,538900 ,8
653,869200 ,64
653,953400 ,256
653,150100 ,1024
654,761900 ,8
654,829700 ,64
654,934100 ,256
654,457300 ,1024
655,958400 ,8
655,823600 ,64
655,283000 ,256
655,155700 ,1024
656,928500 ,8
656,029700 ,64
656,941900 ,256
656,180800 ,1024
657,889400 ,8
657,704200 ,64
657,912300 ,256
657,123500 ,1024
658,997600 ,8
658,866200 ,64
658,903800 ,256
658,386700 ,1024
659,203800 ,8
659,785600 ,64
659,344900 ,256
659,168000 ,1024
660,077600 ,8
660,121300 ,64
660,113300 ,256
660,093000 ,1024
661,808600 ,8
661,756900 ,64
661,142100 ,256
661,563600 ,1024
662,935600 ,8
662,882000 ,64
662,440500 ,256
662,756600 ,1024
663,080600 ,8
663,876300 ,64
663,502000 ,256
663,827900 ,1024
664,753100 ,8
664,347200 ,64
664,306000 ,256
664,605500 ,1024
665,023200 ,8
665,849100 ,64
665,844100 ,256
665,159700 ,1024
666,959500 ,8
666,177200 ,64
666,002300 ,256
666,163000 ,1024
667,962100 ,8
667,011700 ,64
667,932500 ,256
667,204500 ,1024
668,716900 ,8
668,124300 ,64
668,529000 ,256
668,267900 ,1024
669,294300 ,8
669,971700 ,64
669,906800 ,256
669,311100 ,1024
670,850600 ,8
670,177200 ,64
670,252100 ,256
670,125400 ,1024
671,126600 ,8
671,721900 ,64
671,552900 ,256
671,130700 ,1024
672,868400 ,8
672,821800 ,64
672,058600 ,256
672,135800 ,1024
673,969200 ,8
673,954600 ,64
673,828600 ,256
673,471700 ,1024
674,649800 ,8
674,135300 ,64
674,857000 ,256
674,649200 ,1024
675,968200 ,8
675,927400 ,64
675,761700 ,256
675,046300 ,1024
676,749600 ,8
676,880200 ,64
676,214700 ,256
676,153300 ,1024
677,288100 ,8
677,324100 ,64
677,960500 ,256
677,701100 ,1024
678,921700 ,8
678,465800 ,64
678,050900 ,256
678,274500 ,1024
679,952800 ,8
679,958400 ,64
679,827800 ,256
679,445300 ,1024
680,910700 ,8
680,065800 ,64
680,943500 ,256
680,158400 ,1024
681,050500 ,8
681,091000 ,64
681,945300 ,256
681,224000 ,1024
682,855900 ,8
682,153400 ,64
682,996100 ,256
682,547200 ,1024
683,780200 ,8
683,683700 ,64
683,371800 ,256
683,167700 ,1024
684,943400 ,8
684,744900 ,64
684,831600 ,256
684,311300 ,1024
685,122400 ,8
685,883000 ,64
685,805600 ,256
685,443300 ,1024
686,106500 ,8
686,762200 ,64
686,570700 ,256
686,182500 ,1024
687,909700 ,8
687,782900 ,64
687,212200 ,256
687,042800 ,1024
688,872500 ,8
688,375100 ,64
688,721400 ,256
688,221600 ,1024
689,021400 ,8
689,678100 ,64
689,160300 ,256
689,154400 ,1024
690,618200 ,8
690,388200 ,64
690,570800 ,256
690,811300 ,1024
691,129600 ,8
691,161000 ,64
691,985300 ,256
691,302200 ,1024
692,793000 ,8
692,956200 ,64
692,940400 ,256
692,083900 ,1024
693,747200 ,8
693,839200 ,64
693,260100 ,256
693,533700 ,1024
694,985000 ,8
694,909100 ,64
694,881800 ,256
694,115100 ,1024
695,500600 ,8
695,325500 ,64
695,995100 ,256
695,553900 ,1024
696,251700 ,8
696,798200 ,64
696,383500 ,256
696,165700 ,1024
697,913300 ,8
697,776600 ,64
697,949400 ,256
697,692200 ,1024
698,477500 ,8
698,592400 ,64
698,972600 ,256
698,637100 ,1024
699,931200 ,8
699,801700 ,64
699,954700 ,256
699,618000 ,1024
700,343100 ,8
700,917000 ,64
700,148300 ,256
700,342400 ,1024
701,183100 ,8
701,863500 ,64
701,570800 ,256
701,582500 ,1024
702,899900 ,8
702,249900 ,64
702,209500 ,256
702,338000 ,1024
703,220000 ,8
703,340700 ,64
703,534900 ,256
703,420100 ,1024
704,942300 ,8
704,901300 ,64
704,000700 ,256
704,149800 ,1024
705,526100 ,8
705,912400 ,64
705,123600 ,256
705,899000 ,1024
706,904400 ,8
706,167400 ,64
706,800600 ,256
706,085400 ,1024
707,735000 ,8
707,842100 ,64
707,792900 ,256
707,684700 ,1024
708,909900 ,8
708,736200 ,64
708,832000 ,256
708,589100 ,1024
709,929100 ,8
709,753500 ,64
709,060200 ,256
709,255400 ,1024
710,858300 ,8
710,492200 ,64
710,364600 ,256
710,071000 ,1024
711,739700 ,8
711,496100 ,64
711,129500 ,256
711,206400 ,1024
712,737600 ,8
712,986700 ,64
712,361300 ,256
712,639800 ,1024
713,262200 ,8
713,842600 ,64
713,351200 ,256
713,111400 ,1024
714,023900 ,8
714,660800 ,64
714,332000 ,256
714,145900 ,1024
715,939100 ,8
715,864400 ,64
715,981500 ,256
715,141900 ,1024
716,812900 ,8
716,762300 ,64
716,376400 ,256
716,735000 ,1024
717,770400 ,8
717,548100 ,64
717,969300 ,256
717,546300 ,1024
718,987700 ,8
718,491200 ,64
718,833400 ,256
718,301100 ,1024
719,071900 ,8
719,957800 ,64
719,901700 ,256
719,113700 ,1024
720,919400 ,8
720,874800 ,64
720,897300 ,256
720,564800 ,1024
721,909100 ,8
721,071300 ,64
721,171300 ,256
721,446400 ,1024
722,882700 ,8
722,623100 ,64
722,848500 ,256
722,108800 ,1024
723,023900 ,8
723,765600 ,64
723,190300 ,256
723,128300 ,1024
724,650600 ,8
724,513600 ,64
724,846800 ,256
724,132500 ,1024
725,842700 ,8
725,694800 ,64
725,329700 ,256
725,076400 ,1024
726,855400 ,8
726,802600 ,64
726,013000 ,256
726,436900 ,1024
727,628600 ,8
727,766800 ,64
727,616700 ,256
727,416700 ,1024
728,903700 ,8
728,455800 ,64
728,009000 ,256
728,186600 ,1024
729,189800 ,8
729,880500 ,64
729,972100 ,256
729,077100 ,1024
730,827300 ,8
730,892600 ,64
730,954300 ,256
730,194100 ,1024
731,905100 ,8
731,762100 ,64
731,613900 ,256
731,206800 ,1024
732,932000 ,8
732,030200 ,64
732,970800 ,256
732,165300 ,1024
733,754000 ,8
733,144100 ,64
733,544600 ,256
733,607900 ,1024
734,301600 ,8
734,448100 ,64
734,808900 ,256
734,029100 ,1024
735,848000 ,8
735,877300 ,64
735,283900 ,256
735,187800 ,1024
736,948800 ,8
736,770300 ,64
736,089500 ,256
736,695800 ,1024
737,986900 ,8
737,460400 ,64
737,431000 ,256
737,352400 ,1024
738,129000 ,8
738,732700 ,64
738,059800 ,256
738,821100 ,1024
739,891100 ,8
739,998100 ,64
739,931000 ,256
739,283900 ,1024
740,986300 ,8
740,733300 ,64
740,185600 ,256
740,185900 ,1024
741,991500 ,8
741,209600 ,64
741,928200 ,256
741,601600 ,1024
742,180900 ,8
742,428800 ,64
742,280600 ,256
742,442000 ,1024
743,999300 ,8
743,902500 ,64
743,740700 ,256
743,272100 ,1024
744,830800 ,8
744,736500 ,64
744,039000 ,256
744,599400 ,1024
745,875700 ,8
745,850700 ,64
745,005500 ,256
745,197800 ,1024
746,836400 ,8
746,118600 ,64
746,094900 ,256
746,182600 ,1024
747,869800 ,8
747,782000 ,64
747,726600 ,256
747,104500 ,1024
748,792000 ,8
748,813400 ,64
748,195900 ,256
748,320400 ,1024
749,299200 ,8
749,4593700 ,64
749,2753800 ,256
749,2213100 ,1024
750,184000 ,8
750,103700 ,64
750,615300 ,256
750,097400 ,1024
751,899600 ,8
751,967300 ,64
751,107800 ,256
751,322100 ,1024
752,162200 ,8
752,352500 ,64
752,002000 ,256
752,139800 ,1024
753,711600 ,8
753,776300 ,64
753,031800 ,256
753,241000 ,1024
754,010700 ,8
754,901700 ,64
754,998000 ,256
754,150800 ,1024
755,896700 ,8
